0.0095636,0.18484,0.8056,-0.39263
0.12282,0.1434,0.73382,0.031124
0.0456,0.20089,0.75369,-0.32799
0.048509,0.24338,0.70815,-0.40715
0.14622,0.20527,0.64851,-0.20229
0.13265,0.17209,0.69549,-0.02436
0.055418,0.24344,0.70111,-0.32163
0.015873,0.28585,0.69827,-0.49346
0.025436,0.10458,0.86998,-0.2175
0.059018,0.24336,0.69773,-0.34624
0.11465,0.1196,0.76569,-0.053355
0.0248,0.29536,0.67973,-0.58603
0.053709,0.26011,0.68609,-0.37244
0.027091,0.20053,0.77238,-0.36164
0.13678,0.15265,0.71065,-0.11229
0.029109,0.10678,0.86411,-0.1636
0.031636,0.27816,0.6902,-0.34191
0.058455,0.097091,0.84445,-3.0909e-05
0.066418,0.26991,0.66367,-0.35684
0.044109,0.16175,0.79418,-0.34514
0.049,0.3258,0.62505,-0.51584
0.10385,0.17705,0.71909,-0.15908
0,0.31713,0.68287,-0.53213
0.033455,0.19667,0.76969,-0.26365
0.020745,0.11556,0.86384,-0.1759
0.050527,0.23935,0.71013,-0.35447
0.0264,0.23384,0.73976,-0.42352
0.036309,0.22311,0.74053,-0.20609
0.021945,0.3358,0.64225,-0.3866
0.021636,0.2756,0.70269,-0.39853
0.024364,0.13436,0.84113,-0.26812
0.063964,0.14715,0.78889,-0.22275
0.012382,0.19953,0.78809,-0.36334
0.012509,0.17589,0.8116,-0.26349
0.038,0.095255,0.86675,0.0090618
0.030436,0.21367,0.75587,-0.45331
0.097436,0.13482,0.76775,-0.051644
0.15484,0.22215,0.62296,-0.094829
0.091145,0.17922,0.72955,-0.19757
0.0097273,0.22935,0.76093,-0.37814
0.095382,0.12291,0.78176,0.041451
0.10316,0.16404,0.73264,-0.10731
0.097236,0.17651,0.72635,-0.030644
0.053164,0.19407,0.75276,-0.40581
0.10718,0.15049,0.74233,-0.14215
0.18251,0.14182,0.67567,0.057833
0.058691,0.1932,0.74798,-0.27255
0.073273,0.17064,0.75635,-0.12582
0.057436,0.097018,0.84555,-0.098949
0.070055,0.10449,0.82545,-0.12198
0.21965,0.1356,0.64478,0.17385
0.172,0.21024,0.61758,-0.13302
0.057018,0.055764,0.88722,-0.06356
0.1188,0.21578,0.66542,-0.09346
0.039655,0.27336,0.68696,-0.40136
0.14005,0.16073,0.69904,-0.13016
0.019327,0.30224,0.67851,-0.56859
0.10398,0.21525,0.6806,-0.24493
0.086982,0.16269,0.75022,-0.1982
0.034091,0.21976,0.74615,-0.29429
0.070564,0.11165,0.81778,-0.11658
0.16185,0.11425,0.72382,0.030105
0.13018,0.15858,0.7112,-0.10391
0.044255,0.23771,0.71804,-0.34867
0.084055,0.099891,0.81607,-0.011942
0.096436,0.25384,0.64989,-0.32947
0.10015,0.20742,0.6926,-0.28692
0.013636,0.22784,0.75853,-0.42945
0.13167,0.0522,0.81613,0.12817
0.13135,0.082509,0.78615,0.0851
0.032145,0.12202,0.84584,-0.11612
0.017836,0.22438,0.75778,-0.36817
0.068182,0.10858,0.82324,-0.095193
0.040145,0.11475,0.84511,-0.18095
0.042382,0.21691,0.74071,-0.36051
0.080945,0.14304,0.77584,-0.15369
0.11898,0.10045,0.78065,-0.085631
