0.021622,0.19547,0.78291,-0.38161
0.090222,0.16398,0.74587,-0.088983
0.05072,0.19552,0.75381,-0.31839
0.062292,0.16127,0.77649,-0.18463
0.10379,0.18445,0.71172,-0.18491
0.10464,0.17374,0.7218,-0.10031
0.046477,0.19123,0.76224,-0.26355
0.033391,0.22213,0.74445,-0.36049
0.02736,0.15653,0.81611,-0.24879
0.046698,0.24313,0.71024,-0.33261
0.092825,0.1336,0.77352,-0.091463
0.015228,0.25105,0.73365,-0.43587
0.062951,0.26354,0.67345,-0.28997
0.048012,0.18416,0.76783,-0.27921
0.1417,0.13632,0.72204,-0.044443
0.063668,0.1235,0.81282,-0.11847
0.048105,0.25586,0.69606,-0.29607
0.048938,0.16494,0.78612,-0.16724
0.074095,0.23028,0.69561,-0.24372
0.051474,0.17913,0.76945,-0.28082
0.04336,0.26338,0.69319,-0.40616
0.075172,0.20893,0.71592,-0.26647
0.023523,0.25426,0.72222,-0.39393
0.034982,0.18612,0.77882,-0.20969
0.040809,0.16919,0.79004,-0.1941
0.075148,0.19885,0.72599,-0.22977
0.053963,0.24119,0.70484,-0.38431
0.040372,0.18275,0.77684,-0.18691
0.025822,0.29018,0.68399,-0.36666
0.03728,0.22559,0.73704,-0.29859
0.043385,0.16078,0.79576,-0.24819
0.082191,0.15771,0.7601,-0.17507
0.020323,0.24078,0.73889,-0.35607
0.0060862,0.18674,0.80718,-0.26968
0.026554,0.1881,0.78534,-0.18482
0.071246,0.15817,0.77054,-0.22036
0.076898,0.2111,0.712,-0.18616
0.11654,0.22899,0.6544,-0.19401
0.088265,0.17641,0.73528,-0.20451
0.037034,0.1606,0.80237,-0.20278
0.10213,0.11773,0.78019,-0.014974
0.08236,0.19098,0.72654,-0.18407
0.079505,0.18646,0.7341,-0.19186
0.039434,0.21184,0.74873,-0.35306
0.076745,0.18087,0.74238,-0.21485
0.1231,0.1619,0.715,-0.057682
0.061009,0.17686,0.76205,-0.21253
0.065662,0.142,0.79248,-0.14964
0.079892,0.14379,0.77628,-0.097161
0.061877,0.16207,0.77607,-0.20341
0.14168,0.15668,0.70165,-0.031788
0.13114,0.20398,0.6648,-0.15994
0.072806,0.10521,0.82203,-0.12947
0.075151,0.21671,0.70814,-0.17618
0.063049,0.26048,0.67646,-0.33144
0.097102,0.18414,0.71869,-0.19096
0.05724,0.21602,0.7268,-0.33043
0.1014,0.2326,0.66592,-0.24574
0.068314,0.23273,0.69889,-0.31209
0.090772,0.24371,0.6656,-0.21016
0.055917,0.16753,0.77655,-0.23911
0.11021,0.15194,0.73782,-0.1161
0.10175,0.16051,0.73769,-0.10803
0.039526,0.22042,0.74005,-0.3233
0.053037,0.14793,0.79909,-0.1474
0.078631,0.24283,0.67866,-0.31086
0.08156,0.22162,0.69693,-0.30697
0.01576,0.24643,0.73781,-0.38379
0.08312,0.15441,0.76247,-0.10603
0.087132,0.10323,0.80966,-0.056361
0.031455,0.12263,0.84589,-0.1168
0.041748,0.21882,0.73941,-0.30078
0.10882,0.10549,0.7857,-0.0052394
0.076871,0.10956,0.81357,-0.063278
0.046354,0.18384,0.76981,-0.28944
0.055855,0.16265,0.78142,-0.171
0.072182,0.1455,0.78238,-0.16991
0.04612,0.17504,0.77884,-0.22665
0.096332,0.14656,0.75717,-0.13774
0.059929,0.16278,0.77729,-0.16551
0.085994,0.1957,0.71841,-0.28554
0.10324,0.17673,0.72,-0.22729
0.10593,0.19036,0.70378,-0.15308
0.056726,0.24349,0.69991,-0.40253
0.077775,0.13257,0.78971,-0.099301
0.093908,0.17597,0.73017,-0.16456
0.089037,0.25103,0.65994,-0.35676
0.067751,0.14282,0.78943,-0.13151
0.028117,0.31857,0.65335,-0.51358
0.065791,0.10963,0.82461,-0.13155
0.044194,0.15721,0.79861,-0.25054
0.098335,0.2387,0.66304,-0.24026
0.046406,0.19292,0.76072,-0.25602
0.032797,0.18531,0.7819,-0.31232
0.059935,0.2701,0.66998,-0.40429
0.072649,0.16686,0.76042,-0.17132
0.12448,0.14305,0.73246,-0.026142
0.061409,0.2047,0.73398,-0.29301
0.097914,0.21852,0.68356,-0.17178
0.089545,0.19544,0.71515,-0.2587
0.04264,0.1958,0.76158,-0.2952
0.077582,0.19325,0.72924,-0.1441
0.023468,0.23243,0.7441,-0.39379
0.068868,0.17775,0.75337,-0.17518
0.038215,0.17658,0.78519,-0.31705
0.026409,0.21735,0.75624,-0.34626
0.030926,0.16591,0.80331,-0.24454
0.080803,0.13403,0.78517,-0.21749
0.054662,0.17586,0.76951,-0.25876
0.034538,0.20946,0.7561,-0.33214
0.055218,0.15506,0.7897,-0.20013
0.048585,0.22498,0.72641,-0.35883
0.04164,0.3058,0.65269,-0.47843
0.081698,0.2025,0.7158,-0.28773
0.051911,0.1803,0.76768,-0.19766
0.084132,0.22179,0.6941,-0.26809
0.070178,0.22116,0.70859,-0.31337
0.078098,0.15404,0.76785,-0.22179
0.041465,0.19636,0.76217,-0.2685
0.062631,0.1326,0.80477,-0.10726
0.036837,0.17611,0.78705,-0.27321
0.08784,0.14287,0.76932,-0.057278
0.042572,0.18689,0.7705,-0.33818
0.065178,0.18995,0.74487,-0.27157
0.088898,0.18642,0.72471,-0.12675
0.059203,0.14443,0.7963,-0.19525
