Date,Close
2015/6/8,17766.55078
2015/6/5,17849.46094
2015/6/4,17905.58008
2015/6/3,18076.26953
2015/6/2,18011.93945
2015/6/1,18040.36914
2015/5/29,18010.67969
2015/5/28,18126.11914
2015/5/27,18162.99023
2015/5/26,18041.53906
2015/5/22,18232.01953
2015/5/21,18285.74023
2015/5/20,18285.40039
2015/5/19,18312.39063
2015/5/18,18298.88086
2015/5/15,18272.56055
2015/5/14,18252.24023
2015/5/13,18060.49023
2015/5/12,18068.23047
2015/5/11,18105.16992
2015/5/8,18191.10938
2015/5/7,17924.06055
2015/5/6,17841.98047
2015/5/5,17928.19922
2015/5/4,18070.40039
2015/5/1,18024.06055
2015/4/30,17840.51953
2015/4/29,18035.5293
2015/4/28,18110.14063
2015/4/27,18037.9707
2015/4/24,18080.14063
2015/4/23,18058.68945
2015/4/22,18038.26953
2015/4/21,17949.58984
2015/4/20,18034.92969
2015/4/17,17826.30078
2015/4/16,18105.76953
2015/4/15,18112.60938
2015/4/14,18036.69922
2015/4/13,17977.03906
2015/4/10,18057.65039
2015/4/9,17958.73047
2015/4/8,17902.50977
2015/4/7,17875.41992
2015/4/6,17880.84961
2015/4/2,17763.24023
2015/4/1,17698.17969
2015/3/31,17776.11914
2015/3/30,17976.31055
2015/3/27,17712.66016
2015/3/26,17678.23047
2015/3/25,17718.53906
2015/3/24,18011.14063
2015/3/23,18116.03906
2015/3/20,18127.65039
2015/3/19,17959.0293
2015/3/18,18076.18945
2015/3/17,17849.08008
2015/3/16,17977.41992
2015/3/13,17749.31055
2015/3/12,17895.2207
2015/3/11,17635.39063
2015/3/10,17662.93945
2015/3/9,17995.7207
2015/3/6,17856.7793
2015/3/5,18135.7207
2015/3/4,18096.90039
2015/3/3,18203.36914
2015/3/2,18288.63086
2015/2/27,18132.69922
2015/2/26,18214.41992
2015/2/25,18224.57031
2015/2/24,18209.18945
2015/2/23,18116.83984
2015/2/20,18140.43945
2015/2/19,17985.76953
2015/2/18,18029.84961
2015/2/17,18047.58008
2015/2/13,18019.34961
2015/2/12,17972.38086
2015/2/11,17862.14063
2015/2/10,17868.75977
2015/2/9,17729.21094
2015/2/6,17824.28906
2015/2/5,17884.88086
2015/2/4,17673.01953
2015/2/3,17666.40039
2015/2/2,17361.03906
2015/1/30,17164.94922
2015/1/29,17416.84961
2015/1/28,17191.36914
2015/1/27,17387.21094
2015/1/26,17678.69922
2015/1/23,17672.59961
2015/1/22,17813.98047
2015/1/21,17554.2793
2015/1/20,17515.23047
2015/1/16,17511.57031
2015/1/15,17320.71094
2015/1/14,17427.08984
2015/1/13,17613.67969
2015/1/12,17640.83984
2015/1/9,17737.36914
2015/1/8,17907.86914
2015/1/7,17584.51953
2015/1/6,17371.64063
2015/1/5,17501.65039
2015/1/2,17832.99023
2014/12/31,17823.07031
2014/12/30,17983.07031
2014/12/29,18038.23047
2014/12/26,18053.71094
2014/12/24,18030.21094
2014/12/23,18024.16992
2014/12/22,17959.43945
2014/12/19,17804.80078
2014/12/18,17778.15039
2014/12/17,17356.86914
2014/12/16,17068.86914
2014/12/15,17180.83984
2014/12/12,17280.83008
2014/12/11,17596.33984
2014/12/10,17533.15039
2014/12/9,17801.19922
2014/12/8,17852.48047
2014/12/5,17958.78906
2014/12/4,17900.09961
2014/12/3,17912.61914
2014/12/2,17879.55078
2014/12/1,17776.80078
2014/11/28,17828.24023
2014/11/26,17827.75
2014/11/25,17814.93945
2014/11/24,17817.90039
2014/11/21,17810.06055
2014/11/20,17719
2014/11/19,17685.73047
2014/11/18,17687.82031
2014/11/17,17647.75
2014/11/14,17634.74023
2014/11/13,17652.78906
2014/11/12,17612.19922
2014/11/11,17614.90039
2014/11/10,17613.74023
2014/11/7,17573.92969
2014/11/6,17554.4707
2014/11/5,17484.5293
2014/11/4,17383.83984
2014/11/3,17366.24023
2014/10/31,17390.51953
2014/10/30,17195.41992
2014/10/29,16974.31055
2014/10/28,17005.75
2014/10/27,16817.93945
2014/10/24,16805.41016
2014/10/23,16677.90039
2014/10/22,16461.32031
2014/10/21,16614.81055
2014/10/20,16399.66992
2014/10/17,16380.41016
2014/10/16,16117.24023
2014/10/15,16141.74023
2014/10/14,16315.19043
2014/10/13,16321.07031
2014/10/10,16544.09961
2014/10/9,16659.25
2014/10/8,16994.2207
2014/10/7,16719.39063
2014/10/6,16991.91016
2014/10/3,17009.68945
2014/10/2,16801.05078
2014/10/1,16804.71094
2014/9/30,17042.90039
2014/9/29,17071.2207
2014/9/26,17113.15039
2014/9/25,16945.80078
2014/9/24,17210.06055
2014/9/23,17055.86914
2014/9/22,17172.67969
2014/9/19,17279.74023
2014/9/18,17265.99023
2014/9/17,17156.84961
2014/9/16,17131.9707
2014/9/15,17031.14063
2014/9/12,16987.50977
2014/9/11,17049
2014/9/10,17068.71094
2014/9/9,17013.86914
2014/9/8,17111.41992
2014/9/5,17137.35938
2014/9/4,17069.58008
2014/9/3,17078.2793
2014/9/2,17067.56055
2014/8/29,17098.44922
2014/8/28,17079.57031
2014/8/27,17122.00977
2014/8/26,17106.69922
2014/8/25,17076.86914
2014/8/22,17001.2207
2014/8/21,17039.49023
2014/8/20,16979.13086
2014/8/19,16919.58984
2014/8/18,16838.74023
2014/8/15,16662.91016
2014/8/14,16713.58008
2014/8/13,16651.80078
2014/8/12,16560.53906
2014/8/11,16569.98047
2014/8/8,16553.92969
2014/8/7,16368.26953
2014/8/6,16443.33984
2014/8/5,16429.4707
2014/8/4,16569.2793
2014/8/1,16493.36914
2014/7/31,16563.30078
2014/7/30,16880.35938
2014/7/29,16912.10938
2014/7/28,16982.58984
2014/7/25,16960.57031
2014/7/24,17083.80078
2014/7/23,17086.63086
2014/7/22,17113.53906
2014/7/21,17051.73047
2014/7/18,17100.17969
2014/7/17,16976.81055
2014/7/16,17138.19922
2014/7/15,17060.67969
2014/7/14,17055.41992
2014/7/11,16943.81055
2014/7/10,16915.07031
2014/7/9,16985.60938
2014/7/8,16906.61914
2014/7/7,17024.21094
2014/7/3,17068.25977
2014/7/2,16976.24023
2014/7/1,16956.07031
2014/6/30,16826.59961
2014/6/27,16851.83984
2014/6/26,16846.13086
2014/6/25,16867.50977
2014/6/24,16818.13086
2014/6/23,16937.25977
2014/6/20,16947.08008
2014/6/19,16921.46094
2014/6/18,16906.61914
2014/6/17,16808.49023
2014/6/16,16781.00977
2014/6/13,16775.74023
2014/6/12,16734.18945
2014/6/11,16843.88086
2014/6/10,16945.91992
2014/6/9,16943.09961
2014/6/6,16924.2793
2014/6/5,16836.10938
2014/6/4,16737.5293
2014/6/3,16722.33984
2014/6/2,16743.63086
2014/5/30,16717.16992
2014/5/29,16698.74023
2014/5/28,16633.17969
2014/5/27,16675.5
2014/5/23,16606.26953
2014/5/22,16543.08008
2014/5/21,16533.06055
2014/5/20,16374.30957
2014/5/19,16511.85938
2014/5/16,16491.31055
2014/5/15,16446.81055
2014/5/14,16613.9707
2014/5/13,16715.43945
2014/5/12,16695.4707
2014/5/9,16583.33984
2014/5/8,16550.9707
2014/5/7,16518.53906
2014/5/6,16401.01953
2014/5/5,16530.55078
2014/5/2,16512.89063
2014/5/1,16558.86914
2014/4/30,16580.83984
2014/4/29,16535.36914
2014/4/28,16448.74023
2014/4/25,16361.45996
2014/4/24,16501.65039
2014/4/23,16501.65039
2014/4/22,16514.36914
2014/4/21,16449.25
2014/4/17,16408.53906
2014/4/16,16424.84961
2014/4/15,16262.55957
2014/4/14,16173.24023
2014/4/11,16026.75
2014/4/10,16170.21973
2014/4/9,16437.17969
2014/4/8,16256.13965
2014/4/7,16245.87012
2014/4/4,16412.71094
2014/4/3,16572.55078
2014/4/2,16573
2014/4/1,16532.60938
2014/3/31,16457.66016
2014/3/28,16323.05957
2014/3/27,16264.23047
2014/3/26,16268.99023
2014/3/25,16367.87988
2014/3/24,16276.69043
2014/3/21,16302.76953
2014/3/20,16331.04981
2014/3/19,16222.16992
2014/3/18,16336.19043
2014/3/17,16247.21973
2014/3/14,16065.66992
2014/3/13,16108.88965
2014/3/12,16340.08008
2014/3/11,16351.25
2014/3/10,16418.67969
2014/3/7,16452.7207
2014/3/6,16421.89063
2014/3/5,16360.17969
2014/3/4,16395.88086
2014/3/3,16168.03027
2014/2/28,16321.70996
2014/2/27,16272.65039
2014/2/26,16198.41016
2014/2/25,16179.66016
2014/2/24,16207.13965
2014/2/21,16103.29981
2014/2/20,16133.23047
2014/2/19,16040.55957
2014/2/18,16130.40039
2014/2/14,16154.38965
2014/2/13,16027.58984
2014/2/12,15963.94043
2014/2/11,15994.76953
2014/2/10,15801.79004
2014/2/7,15794.08008
2014/2/6,15628.53027
2014/2/5,15440.23047
2014/2/4,15445.24023
2014/2/3,15372.79981
2014/1/31,15698.84961
2014/1/30,15848.61035
2014/1/29,15738.79004
2014/1/28,15928.55957
2014/1/27,15837.87988
2014/1/24,15879.11035
2014/1/23,16197.34961
2014/1/22,16373.33984
2014/1/21,16414.43945
2014/1/17,16458.56055
2014/1/16,16417.00977
2014/1/15,16481.93945
2014/1/14,16373.86035
2014/1/13,16257.94043
2014/1/10,16437.05078
2014/1/9,16444.75977
2014/1/8,16462.74023
2014/1/7,16530.93945
2014/1/6,16425.09961
2014/1/3,16469.99023
2014/1/2,16441.34961
2013/12/31,16576.66016
2013/12/30,16504.28906
2013/12/27,16478.41016
2013/12/26,16479.88086
2013/12/24,16357.54981
2013/12/23,16294.61035
2013/12/20,16221.13965
2013/12/19,16179.08008
2013/12/18,16167.96973
2013/12/17,15875.25977
2013/12/16,15884.57031
2013/12/13,15755.36035
2013/12/12,15739.42969
2013/12/11,15843.53027
2013/12/10,15973.12988
2013/12/9,16025.53027
2013/12/6,16020.2002
2013/12/5,15821.50977
2013/12/4,15889.76953
2013/12/3,15914.62012
2013/12/2,16008.76953
2013/11/29,16086.41016
2013/11/27,16097.33008
2013/11/26,16072.79981
2013/11/25,16072.54004
2013/11/22,16064.76953
2013/11/21,16009.99023
2013/11/20,15900.82031
2013/11/19,15967.03027
2013/11/18,15976.01953
2013/11/15,15961.7002
2013/11/14,15876.21973
2013/11/13,15821.62988
2013/11/12,15750.66992
2013/11/11,15783.09961
2013/11/8,15761.78027
2013/11/7,15593.98047
2013/11/6,15746.87988
2013/11/5,15618.21973
2013/11/4,15639.12012
2013/11/1,15615.54981
2013/10/31,15545.75
2013/10/30,15618.75977
2013/10/29,15680.34961
2013/10/28,15568.92969
2013/10/25,15570.28027
2013/10/24,15509.20996
2013/10/23,15413.33008
2013/10/22,15467.66016
2013/10/21,15392.2002
2013/10/18,15399.65039
2013/10/17,15371.65039
2013/10/16,15373.83008
2013/10/15,15168.00977
2013/10/14,15301.25977
2013/10/11,15237.11035
2013/10/10,15126.07031
2013/10/9,14802.98047
2013/10/8,14776.53027
2013/10/7,14936.24023
2013/10/4,15072.58008
2013/10/3,14996.48047
2013/10/2,15133.13965
2013/10/1,15191.7002
2013/9/30,15129.66992
2013/9/27,15258.24023
2013/9/26,15328.29981
2013/9/25,15273.25977
2013/9/24,15334.58984
2013/9/23,15401.37988
2013/9/20,15451.08984
2013/9/19,15636.54981
2013/9/18,15676.94043
2013/9/17,15529.73047
2013/9/16,15494.78027
2013/9/13,15376.05957
2013/9/12,15300.63965
2013/9/11,15326.59961
2013/9/10,15191.05957
2013/9/9,15063.12012
2013/9/6,14922.5
2013/9/5,14937.48047
2013/9/4,14930.87012
2013/9/3,14833.95996
2013/8/30,14810.30957
2013/8/29,14840.9502
2013/8/28,14824.50977
2013/8/27,14776.12988
2013/8/26,14946.45996
2013/8/23,15010.50977
2013/8/22,14963.74023
2013/8/21,14897.54981
2013/8/20,15002.99023
2013/8/19,15010.74023
2013/8/16,15081.46973
2013/8/15,15112.19043
2013/8/14,15337.66016
2013/8/13,15451.00977
2013/8/12,15419.67969
2013/8/9,15425.50977
2013/8/8,15498.32031
2013/8/7,15470.66992
2013/8/6,15518.74023
2013/8/5,15612.12988
2013/8/2,15658.36035
2013/8/1,15628.01953
2013/7/31,15499.54004
2013/7/30,15520.58984
2013/7/29,15521.96973
2013/7/26,15558.83008
2013/7/25,15555.61035
2013/7/24,15542.24023
2013/7/23,15567.74023
2013/7/22,15545.54981
2013/7/19,15543.74023
2013/7/18,15548.54004
2013/7/17,15470.51953
2013/7/16,15451.84961
2013/7/15,15484.25977
2013/7/12,15464.29981
2013/7/11,15460.91992
2013/7/10,15291.66016
2013/7/9,15300.33984
2013/7/8,15224.69043
2013/7/5,15135.83984
2013/7/3,14988.37012
2013/7/2,14932.41016
2013/7/1,14974.95996
2013/6/28,14909.59961
2013/6/27,15024.49023
2013/6/26,14910.13965
2013/6/25,14760.30957
2013/6/24,14659.55957
2013/6/21,14799.40039
2013/6/20,14758.32031
2013/6/19,15112.19043
2013/6/18,15318.23047
2013/6/17,15179.84961
2013/6/14,15070.17969
2013/6/13,15176.08008
2013/6/12,14995.23047
2013/6/11,15122.01953
2013/6/10,15238.58984
2013/6/7,15248.12012
2013/6/6,15040.62012
2013/6/5,14960.58984
2013/6/4,15177.54004
2013/6/3,15254.03027
2013/5/31,15115.57031
2013/5/30,15324.53027
2013/5/29,15302.79981
2013/5/28,15409.38965
2013/5/24,15303.09961
2013/5/23,15294.5
2013/5/22,15307.16992
2013/5/21,15387.58008
2013/5/20,15335.28027
2013/5/17,15354.40039
2013/5/16,15233.21973
2013/5/15,15275.69043
2013/5/14,15215.25
2013/5/13,15091.67969
2013/5/10,15118.49023
2013/5/9,15082.62012
2013/5/8,15105.12012
2013/5/7,15056.2002
2013/5/6,14968.88965
2013/5/3,14973.95996
2013/5/2,14831.58008
2013/5/1,14700.9502
2013/4/30,14839.79981
2013/4/29,14818.75
2013/4/26,14712.54981
2013/4/25,14700.79981
2013/4/24,14676.29981
2013/4/23,14719.45996
2013/4/22,14567.16992
2013/4/19,14547.50977
2013/4/18,14537.13965
2013/4/17,14618.58984
2013/4/16,14756.78027
2013/4/15,14599.2002
2013/4/12,14865.05957
2013/4/11,14865.13965
2013/4/10,14802.24023
2013/4/9,14673.45996
2013/4/8,14613.48047
2013/4/5,14565.25
2013/4/4,14606.11035
2013/4/3,14550.34961
2013/4/2,14662.00977
2013/4/1,14572.84961
2013/3/28,14578.54004
2013/3/27,14526.16016
2013/3/26,14559.65039
2013/3/25,14447.75
2013/3/22,14512.03027
2013/3/21,14421.49023
2013/3/20,14511.73047
2013/3/19,14455.82031
2013/3/18,14452.05957
2013/3/15,14514.11035
2013/3/14,14539.13965
2013/3/13,14455.28027
2013/3/12,14450.05957
2013/3/11,14447.29004
2013/3/8,14397.07031
2013/3/7,14329.49023
2013/3/6,14296.24023
2013/3/5,14253.76953
2013/3/4,14127.82031
2013/3/1,14089.66016
2013/2/28,14054.49023
2013/2/27,14075.37012
2013/2/26,13900.12988
2013/2/25,13784.16992
2013/2/22,14000.57031
2013/2/21,13880.62012
2013/2/20,13927.54004
2013/2/19,14035.66992
2013/2/15,13981.75977
2013/2/14,13973.38965
2013/2/13,13982.91016
2013/2/12,14018.7002
2013/2/11,13971.24023
2013/2/8,13992.96973
2013/2/7,13944.04981
2013/2/6,13986.51953
2013/2/5,13979.29981
2013/2/4,13880.08008
2013/2/1,14009.79004
2013/1/31,13860.58008
2013/1/30,13910.41992
2013/1/29,13954.41992
2013/1/28,13881.92969
2013/1/25,13895.98047
2013/1/24,13825.33008
2013/1/23,13779.33008
2013/1/22,13712.20996
2013/1/18,13649.7002
2013/1/17,13596.01953
2013/1/16,13511.23047
2013/1/15,13534.88965
2013/1/14,13507.32031
2013/1/11,13488.42969
2013/1/10,13471.21973
2013/1/9,13390.50977
2013/1/8,13328.84961
2013/1/7,13384.29004
2013/1/4,13435.20996
2013/1/3,13391.36035
2013/1/2,13412.54981
2012/12/31,13104.13965
2012/12/28,12938.11035
2012/12/27,13096.30957
2012/12/26,13114.58984
2012/12/24,13138.92969
2012/12/21,13190.83984
2012/12/20,13311.71973
2012/12/19,13251.96973
2012/12/18,13350.95996
2012/12/17,13235.38965
2012/12/14,13135.00977
2012/12/13,13170.71973
2012/12/12,13245.4502
2012/12/11,13248.44043
2012/12/10,13169.87988
2012/12/7,13155.12988
2012/12/6,13074.04004
2012/12/5,13034.49023
2012/12/4,12951.78027
2012/12/3,12965.59961
2012/11/30,13025.58008
2012/11/29,13021.82031
2012/11/28,12985.11035
2012/11/27,12878.12988
2012/11/26,12967.37012
2012/11/23,13009.53027
2012/11/21,12836.88965
2012/11/20,12788.50977
2012/11/19,12795.95996
2012/11/16,12588.30957
2012/11/15,12542.37988
2012/11/14,12570.9502
2012/11/13,12756.17969
2012/11/12,12815.08008
2012/11/9,12815.38965
2012/11/8,12811.32031
2012/11/7,12932.73047
2012/11/6,13245.67969
2012/11/5,13112.44043
2012/11/2,13093.16016
2012/11/1,13232.62012
2012/10/31,13096.45996
2012/10/26,13107.20996
2012/10/25,13103.67969
2012/10/24,13077.33984
2012/10/23,13102.53027
2012/10/22,13345.88965
2012/10/19,13343.50977
2012/10/18,13548.94043
2012/10/17,13557
2012/10/16,13551.78027
2012/10/15,13424.23047
2012/10/12,13328.84961
2012/10/11,13326.38965
2012/10/10,13344.96973
2012/10/9,13473.53027
2012/10/8,13583.65039
2012/10/5,13610.15039
2012/10/4,13575.36035
2012/10/3,13494.61035
2012/10/2,13482.36035
2012/10/1,13515.11035
2012/9/28,13437.12988
2012/9/27,13485.96973
2012/9/26,13413.50977
2012/9/25,13457.54981
2012/9/24,13558.91992
2012/9/21,13579.46973
2012/9/20,13596.92969
2012/9/19,13577.95996
2012/9/18,13564.63965
2012/9/17,13553.09961
2012/9/14,13593.37012
2012/9/13,13539.86035
2012/9/12,13333.34961
2012/9/11,13323.36035
2012/9/10,13254.29004
2012/9/7,13306.63965
2012/9/6,13292
2012/9/5,13047.48047
2012/9/4,13035.94043
2012/8/31,13090.83984
2012/8/30,13000.70996
2012/8/29,13107.48047
2012/8/28,13102.99023
2012/8/27,13124.66992
2012/8/24,13157.96973
2012/8/23,13057.45996
2012/8/22,13172.75977
2012/8/21,13203.58008
2012/8/20,13271.63965
2012/8/17,13275.2002
2012/8/16,13250.11035
2012/8/15,13164.78027
2012/8/14,13172.13965
2012/8/13,13169.42969
2012/8/10,13207.9502
2012/8/9,13165.19043
2012/8/8,13175.63965
2012/8/7,13168.59961
2012/8/6,13117.50977
2012/8/3,13096.16992
2012/8/2,12878.87988
2012/8/1,12976.12988
2012/7/31,13008.67969
2012/7/30,13073.00977
2012/7/27,13075.66016
2012/7/26,12887.92969
2012/7/25,12676.04981
2012/7/24,12617.32031
2012/7/23,12721.45996
2012/7/20,12822.57031
2012/7/19,12943.36035
2012/7/18,12908.7002
2012/7/17,12805.54004
2012/7/16,12727.20996
2012/7/13,12777.08984
2012/7/12,12573.26953
2012/7/11,12604.53027
2012/7/10,12653.12012
2012/7/9,12736.29004
2012/7/6,12772.46973
2012/7/5,12896.66992
2012/7/3,12943.66016
2012/7/2,12871.38965
2012/6/29,12880.08984
2012/6/28,12602.25977
2012/6/27,12627.00977
2012/6/26,12534.66992
2012/6/25,12502.66016
2012/6/22,12640.78027
2012/6/21,12573.57031
2012/6/20,12824.38965
2012/6/19,12837.33008
2012/6/18,12741.82031
2012/6/15,12767.16992
2012/6/14,12651.91016
2012/6/13,12496.37988
2012/6/12,12573.79981
2012/6/11,12411.23047
2012/6/8,12554.2002
2012/6/7,12460.95996
2012/6/6,12414.79004
2012/6/5,12127.9502
2012/6/4,12101.45996
2012/6/1,12118.57031
2012/5/31,12393.4502
2012/5/30,12419.86035
2012/5/29,12580.69043
2012/5/25,12454.83008
2012/5/24,12529.75
2012/5/23,12496.15039
2012/5/22,12502.80957
2012/5/21,12504.48047
2012/5/18,12369.37988
2012/5/17,12442.49023
2012/5/16,12598.54981
2012/5/15,12632
2012/5/14,12695.34961
2012/5/11,12820.59961
2012/5/10,12855.04004
2012/5/9,12835.05957
2012/5/8,12932.08984
2012/5/7,13008.53027
2012/5/4,13038.26953
2012/5/3,13206.58984
2012/5/2,13268.57031
2012/5/1,13279.32031
2012/4/30,13213.62988
2012/4/27,13228.30957
2012/4/26,13204.62012
2012/4/25,13090.71973
2012/4/24,13001.55957
2012/4/23,12927.16992
2012/4/20,13029.25977
2012/4/19,12964.09961
2012/4/18,13032.75
2012/4/17,13115.54004
2012/4/16,12921.41016
2012/4/13,12849.58984
2012/4/12,12986.58008
2012/4/11,12805.38965
2012/4/10,12715.92969
2012/4/9,12929.58984
2012/4/5,13060.13965
2012/4/4,13074.75
2012/4/3,13199.54981
2012/4/2,13264.49023
2012/3/30,13212.04004
2012/3/29,13145.82031
2012/3/28,13126.20996
2012/3/27,13197.73047
2012/3/26,13241.62988
2012/3/23,13080.73047
2012/3/22,13046.13965
2012/3/21,13124.62012
2012/3/20,13170.19043
2012/3/19,13239.12988
