Date,pos,neg,neutral,compound,pos',neg',neutral',compound'
2009/9/16,0.05304,0.12556,0.82144,-0.10096,-0.04924,0.02056,0.02872,-0.120392
2009/9/17,0.0578,0.21656,0.72564,-0.383784,0.00476,0.091,-0.0958,-0.282824
2009/9/18,0.09156,0.15536,0.75304,-0.195904,0.03376,-0.0612,0.0274,0.18788
2009/9/21,0.04592,0.14268,0.81136,-0.132144,-0.04564,-0.01268,0.05832,0.06376
2009/9/22,0.08956,0.18872,0.72172,-0.23028,0.04364,0.04604,-0.08964,-0.098136
2009/9/23,0.0916,0.15404,0.75444,-0.130804,0.00204,-0.03468,0.03272,0.099476
2009/9/24,0.06536,0.13484,0.79984,-0.230428,-0.02624,-0.0192,0.0454,-0.099624
2009/9/25,0.08032,0.12812,0.79156,-0.065116,0.01496,-0.00672,-0.00828,0.165312
2009/9/28,0.14608,0.15688,0.69704,-0.006404,0.06576,0.02876,-0.09452,0.058712
2009/9/29,0.08416,0.19972,0.71608,-0.316328,-0.06192,0.04284,0.01904,-0.309924
2009/9/30,0.0404,0.2012,0.75844,-0.299776,-0.04376,0.00148,0.04236,0.016552
2009/10/1,0.07552,0.17168,0.75284,-0.188708,0.03512,-0.02952,-0.0056,0.111068
2009/10/2,0.08316,0.17332,0.74352,-0.204268,0.00764,0.00164,-0.00932,-0.01556
2009/10/5,0.08832,0.16492,0.7468,-0.234248,0.00516,-0.0084,0.00328,-0.02998
2009/10/6,0.06916,0.16496,0.76584,-0.246124,-0.01916,4.00E-05,0.01904,-0.011876
2009/10/7,0.06312,0.25872,0.67812,-0.466652,-0.00604,0.09376,-0.08772,-0.220528
2009/10/8,0.095,0.13892,0.76608,-0.08478,0.03188,-0.1198,0.08796,0.381872
2009/10/9,0.1132,0.11872,0.76812,-0.079904,0.0182,-0.0202,0.00204,0.004876
2009/10/12,0.05352,0.1294,0.817,-0.230188,-0.05968,0.01068,0.04888,-0.150284
2009/10/13,0.10732,0.23884,0.65384,-0.140792,0.0538,0.10944,-0.16316,0.089396
2009/10/14,0.04164,0.18656,0.7718,-0.296268,-0.06568,-0.05228,0.11796,-0.155476
2009/10/15,0.10528,0.13792,0.75676,-0.094304,0.06364,-0.04864,-0.01504,0.201964
2009/10/16,0.07764,0.15676,0.76552,-0.215508,-0.02764,0.01884,0.00876,-0.121204
2009/10/19,0.09168,0.14632,0.762,-0.183768,0.01404,-0.01044,-0.00352,0.03174
2009/10/20,0.10812,0.11516,0.77664,0.043816,0.01644,-0.03116,0.01464,0.227584
2009/10/21,0.0704,0.16296,0.76656,-0.139744,-0.03772,0.0478,-0.01008,-0.18356
2009/10/22,0.07792,0.1622,0.75992,-0.172584,0.00752,-0.00076,-0.00664,-0.03284
2009/10/23,0.071,0.1346,0.79436,-0.103768,-0.00692,-0.0276,0.03444,0.068816
2009/10/26,0.0602,0.20948,0.73032,-0.386364,-0.0108,0.07488,-0.06404,-0.282596
2009/10/27,0.05588,0.18628,0.75784,-0.33648,-0.00432,-0.0232,0.02752,0.049884
2009/10/28,0.09196,0.21096,0.69708,-0.267188,0.03608,0.02468,-0.06076,0.069292
2009/10/29,0.06796,0.1244,0.80768,-0.18188,-0.024,-0.08656,0.1106,0.085308
2009/10/30,0.07336,0.16492,0.76168,-0.130448,0.0054,0.04052,-0.046,0.051432
2009/11/2,0.0786,0.11044,0.81096,-0.054,0.00524,-0.05448,0.04928,0.076448
2009/11/3,0.05792,0.12112,0.82088,-0.163688,-0.02068,0.01068,0.00992,-0.109688
2009/11/4,0.07148,0.15752,0.77104,-0.164804,0.01356,0.0364,-0.04984,-0.001116
2009/11/5,0.06196,0.19468,0.74336,-0.267228,-0.00952,0.03716,-0.02768,-0.102424
2009/11/6,0.06104,0.15428,0.7848,-0.198516,-0.00092,-0.0404,0.04144,0.068712
2009/11/9,0.0846,0.12284,0.7926,-0.07712,0.02356,-0.03144,0.0078,0.121396
2009/11/10,0.06292,0.1464,0.79068,-0.19778,-0.02168,0.02356,-0.00192,-0.12066
2009/11/11,0.08556,0.13292,0.78148,-0.089844,0.02264,-0.01348,-0.0092,0.107936
2009/11/12,0.05052,0.17824,0.77124,-0.264444,-0.03504,0.04532,-0.01024,-0.1746
2009/11/13,0.08496,0.1542,0.76088,-0.160608,0.03444,-0.02404,-0.01036,0.103836
2009/11/16,0.05172,0.204,0.74432,-0.352712,-0.03324,0.0498,-0.01656,-0.192104
2009/11/17,0.11344,0.108,0.77856,-0.087908,0.06172,-0.096,0.03424,0.264804
2009/11/18,0.03632,0.175,0.7886,-0.25056,-0.07712,0.067,0.01004,-0.162652
2009/11/19,0.09188,0.13064,0.77732,-0.161524,0.05556,-0.04436,-0.01128,0.089036
2009/11/20,0.05888,0.17568,0.7654,-0.27468,-0.033,0.04504,-0.01192,-0.113156
2009/11/23,0.01064,0.23356,0.75572,-0.451672,-0.04824,0.05788,-0.00968,-0.176992
2009/11/24,0.0484,0.21092,0.74064,-0.349728,0.03776,-0.02264,-0.01508,0.101944
2009/11/25,0.0448,0.16524,0.78992,-0.21642,-0.0036,-0.04568,0.04928,0.133308
2009/11/27,0.06892,0.16024,0.7708,-0.205984,0.02412,-0.005,-0.01912,0.010436
2009/11/30,0.04336,0.19576,0.76088,-0.272344,-0.02556,0.03552,-0.00992,-0.06636
2009/12/1,0.06704,0.1872,0.74584,-0.219032,0.02368,-0.00856,-0.01504,0.053312
2009/12/2,0.01756,0.2176,0.76484,-0.478244,-0.04948,0.0304,0.019,-0.259212
2009/12/3,0.0716,0.19808,0.73028,-0.247764,0.05404,-0.01952,-0.03456,0.23048
2009/12/4,0.01692,0.16476,0.81836,-0.256812,-0.05468,-0.03332,0.08808,-0.009048
2009/12/7,0.07428,0.18328,0.74248,-0.186616,0.05736,0.01852,-0.07588,0.070196
2009/12/8,0.09784,0.14692,0.75528,-0.138112,0.02356,-0.03636,0.0128,0.048504
2009/12/9,0.09336,0.14812,0.75856,-0.110256,-0.00448,0.0012,0.00328,0.027856
2009/12/10,0.06432,0.18588,0.74984,-0.311572,-0.02904,0.03776,-0.00872,-0.201316
2009/12/11,0.04684,0.20904,0.74416,-0.27946,-0.01748,0.02316,-0.00568,0.032112
2009/12/14,0.0586,0.2576,0.6838,-0.358604,0.01176,0.04856,-0.06036,-0.079144
2009/12/15,0.0574,0.23644,0.70612,-0.416492,-0.0012,-0.02116,0.02232,-0.057888
2009/12/16,0.05972,0.19376,0.74652,-0.348008,0.00232,-0.04268,0.0404,0.068484
2009/12/17,0.06188,0.17888,0.75932,-0.291732,0.00216,-0.01488,0.0128,0.056276
2009/12/18,0.09132,0.20052,0.70816,-0.26332,0.02944,0.02164,-0.05116,0.028412
2009/12/21,0.06636,0.18788,0.74576,-0.1986,-0.02496,-0.01264,0.0376,0.06472
2009/12/22,0.093,0.165,0.742,-0.271824,0.02664,-0.02288,-0.00376,-0.073224
2009/12/23,0.07772,0.18524,0.73712,-0.21508,-0.01528,0.02024,-0.00488,0.056744
2009/12/24,0.04876,0.14488,0.80636,-0.2303,-0.02896,-0.04036,0.06924,-0.01522
2009/12/28,0.12144,0.10684,0.77168,0.05572,0.07268,-0.03804,-0.03468,0.28602
2009/12/29,0.04924,0.12992,0.82084,-0.130672,-0.0722,0.02308,0.04916,-0.186392
2009/12/30,0.05456,0.20572,0.73972,-0.340788,0.00532,0.0758,-0.08112,-0.210116
2009/12/31,0.0686,0.17288,0.75856,-0.325792,0.01404,-0.03284,0.01884,0.014996
2010/1/4,0.05504,0.11504,0.82984,-0.168972,-0.01356,-0.05784,0.07128,0.15682
2010/1/5,0.04048,0.209,0.75052,-0.304724,-0.01456,0.09396,-0.07932,-0.135752
2010/1/6,0.053,0.20196,0.74504,-0.369364,0.01252,-0.00704,-0.00548,-0.06464
2010/1/7,0.11536,0.17556,0.70904,-0.14264,0.06236,-0.0264,-0.036,0.226724
2010/1/8,0.05956,0.21852,0.72196,-0.374108,-0.0558,0.04296,0.01292,-0.231468
2010/1/11,0.04228,0.18176,0.77596,-0.365516,-0.01728,-0.03676,0.054,0.008592
2010/1/12,0.0526,0.13488,0.81256,-0.266344,0.01032,-0.04688,0.0366,0.099172
2010/1/13,0.08036,0.2286,0.69092,-0.251728,0.02776,0.09372,-0.12164,0.014616
2010/1/14,0.07124,0.15916,0.76952,-0.224696,-0.00912,-0.06944,0.0786,0.027032
2010/1/15,0.06872,0.18248,0.74876,-0.174956,-0.00252,0.02332,-0.02076,0.04974
2010/1/19,0.05492,0.20032,0.74476,-0.29476,-0.0138,0.01784,-0.004,-0.119804
2010/1/20,0.08784,0.11244,0.79984,-0.081572,0.03292,-0.08788,0.05508,0.213188
2010/1/21,0.05036,0.15812,0.79148,-0.323508,-0.03748,0.04568,-0.00836,-0.241936
2010/1/22,0.10804,0.15844,0.73348,-0.154212,0.05768,0.00032,-0.058,0.169296
2010/1/25,0.0694,0.14664,0.78388,-0.228104,-0.03864,-0.0118,0.0504,-0.073892
2010/1/26,0.04788,0.20336,0.7488,-0.395028,-0.02152,0.05672,-0.03508,-0.166924
2010/1/27,0.0634,0.13208,0.8046,-0.199276,0.01552,-0.07128,0.0558,0.195752
2010/1/28,0.0672,0.16772,0.76512,-0.296384,0.0038,0.03564,-0.03948,-0.097108
2010/1/29,0.05764,0.19192,0.75036,-0.345656,-0.00956,0.0242,-0.01476,-0.049272
2010/2/1,0.04476,0.14584,0.80936,-0.272228,-0.01288,-0.04608,0.059,0.073428
2010/2/2,0.08924,0.1762,0.73448,-0.144648,0.04448,0.03036,-0.07488,0.12758
2010/2/3,0.13076,0.11024,0.75896,-0.03094,0.04152,-0.06596,0.02448,0.113708
2010/2/4,0.08152,0.1774,0.74104,-0.248324,-0.04924,0.06716,-0.01792,-0.217384
2010/2/5,0.11832,0.1682,0.71348,-0.009336,0.0368,-0.0092,-0.02756,0.238988
2010/2/8,0.06956,0.15496,0.77548,-0.161708,-0.04876,-0.01324,0.062,-0.152372
2010/2/9,0.07592,0.14736,0.7768,-0.295348,0.00636,-0.0076,0.00132,-0.13364
2010/2/10,0.08872,0.1812,0.73012,-0.241124,0.0128,0.03384,-0.04668,0.054224
2010/2/11,0.07172,0.1536,0.77472,-0.19514,-0.017,-0.0276,0.0446,0.045984
2010/2/12,0.0716,0.25264,0.67576,-0.281224,-0.00012,0.09904,-0.09896,-0.086084
2010/2/16,0.02048,0.23312,0.74636,-0.425064,-0.05112,-0.01952,0.0706,-0.14384
2010/2/17,0.04796,0.19232,0.75976,-0.34868,0.02748,-0.0408,0.0134,0.076384
2010/2/18,0.04164,0.15004,0.80828,-0.240404,-0.00632,-0.04228,0.04852,0.108276
2010/2/19,0.06244,0.26052,0.67704,-0.351752,0.0208,0.11048,-0.13124,-0.111348
2010/2/22,0.04912,0.21104,0.73988,-0.333176,-0.01332,-0.04948,0.06284,0.018576
2010/2/23,0.07116,0.23012,0.69868,-0.331568,0.02204,0.01908,-0.0412,0.001608
2010/2/24,0.09004,0.18272,0.72724,-0.275764,0.01888,-0.0474,0.02856,0.055804
2010/2/25,0.04688,0.12756,0.82552,-0.14456,-0.04316,-0.05516,0.09828,0.131204
2010/2/26,0.04696,0.10732,0.84564,-0.12946,8.00E-05,-0.02024,0.02012,0.0151
2010/3/1,0.03896,0.21124,0.74988,-0.397704,-0.008,0.10392,-0.09576,-0.268244
2010/3/2,0.05316,0.18116,0.76564,-0.263628,0.0142,-0.03008,0.01576,0.134076
2010/3/3,0.09676,0.21292,0.6904,-0.235696,0.0436,0.03176,-0.07524,0.027932
2010/3/4,0.08712,0.16996,0.7428,-0.1293,-0.00964,-0.04296,0.0524,0.106396
2010/3/5,0.07372,0.20448,0.7218,-0.16498,-0.0134,0.03452,-0.021,-0.03568
2010/3/8,0.07832,0.14272,0.77896,-0.135024,0.0046,-0.06176,0.05716,0.029956
2010/3/9,0.10188,0.15792,0.74024,-0.12388,0.02356,0.0152,-0.03872,0.011144
2010/3/10,0.10448,0.1574,0.73816,-0.11082,0.0026,-0.00052,-0.00208,0.01306
2010/3/11,0.07644,0.16364,0.75988,-0.115456,-0.02804,0.00624,0.02172,-0.004636
2010/3/12,0.04928,0.14556,0.8052,-0.22864,-0.02716,-0.01808,0.04532,-0.113184
2010/3/15,0.05908,0.09412,0.84684,-0.063976,0.0098,-0.05144,0.04164,0.164664
2010/3/16,0.06344,0.19144,0.74512,-0.327252,0.00436,0.09732,-0.10172,-0.263276
2010/3/17,0.0622,0.16524,0.77256,-0.15732,-0.00124,-0.0262,0.02744,0.169932
2010/3/18,0.06828,0.15004,0.78164,-0.16652,0.00608,-0.0152,0.00908,-0.0092
2010/3/19,0.05316,0.18944,0.75732,-0.291608,-0.01512,0.0394,-0.02432,-0.125088
2010/3/22,0.06156,0.17404,0.76436,-0.256364,0.0084,-0.0154,0.00704,0.035244
2010/3/23,0.06624,0.19884,0.73488,-0.25012,0.00468,0.0248,-0.02948,0.006244
2010/3/24,0.04172,0.15968,0.79868,-0.267644,-0.02452,-0.03916,0.0638,-0.017524
2010/3/25,0.0716,0.15116,0.77712,-0.20354,0.02988,-0.00852,-0.02156,0.064104
2010/3/26,0.05748,0.23732,0.7052,-0.261296,-0.01412,0.08616,-0.07192,-0.057756
2010/3/29,0.04676,0.19212,0.76112,-0.31716,-0.01072,-0.0452,0.05592,-0.055864
2010/3/30,0.07604,0.17764,0.7464,-0.293296,0.02928,-0.01448,-0.01472,0.023864
2010/3/31,0.02784,0.25024,0.72196,-0.44286,-0.0482,0.0726,-0.02444,-0.149564
2010/4/1,0.08492,0.17948,0.7356,-0.179372,0.05708,-0.07076,0.01364,0.263488
2010/4/5,0.0696,0.17728,0.75312,-0.267072,-0.01532,-0.0022,0.01752,-0.0877
2010/4/6,0.02732,0.1862,0.78648,-0.313488,-0.04228,0.00892,0.03336,-0.046416
2010/4/7,0.08288,0.26784,0.64932,-0.397584,0.05556,0.08164,-0.13716,-0.084096
2010/4/8,0.0668,0.23636,0.6968,-0.338568,-0.01608,-0.03148,0.04748,0.059016
2010/4/9,0.077,0.18712,0.73584,-0.198884,0.0102,-0.04924,0.03904,0.139684
2010/4/12,0.11196,0.2078,0.68024,-0.18212,0.03496,0.02068,-0.0556,0.016764
2010/4/13,0.0608,0.17072,0.76852,-0.17248,-0.05116,-0.03708,0.08828,0.00964
2010/4/14,0.04848,0.14336,0.8082,-0.125716,-0.01232,-0.02736,0.03968,0.046764
2010/4/15,0.1074,0.17176,0.72092,-0.168884,0.05892,0.0284,-0.08728,-0.043168
2010/4/16,0.08148,0.22096,0.69756,-0.374132,-0.02592,0.0492,-0.02336,-0.205248
2010/4/19,0.0666,0.15536,0.77808,-0.197996,-0.01488,-0.0656,0.08052,0.176136
2010/4/20,0.06016,0.16836,0.77148,-0.221552,-0.00644,0.013,-0.0066,-0.023556
2010/4/21,0.07172,0.1864,0.74192,-0.23894,0.01156,0.01804,-0.02956,-0.017388
2010/4/22,0.08672,0.12288,0.79044,-0.089344,0.015,-0.06352,0.04852,0.149596
2010/4/23,0.04104,0.1388,0.82016,-0.231936,-0.04568,0.01592,0.02972,-0.142592
2010/4/26,0.03936,0.14488,0.8158,-0.134396,-0.00168,0.00608,-0.00436,0.09754
2010/4/27,0.09796,0.10228,0.79984,-0.036932,0.0586,-0.0426,-0.01596,0.097464
2010/4/28,0.06824,0.14248,0.7892,-0.215208,-0.02972,0.0402,-0.01064,-0.178276
2010/4/29,0.03544,0.22496,0.73948,-0.329844,-0.0328,0.08248,-0.04972,-0.114636
2010/4/30,0.06236,0.1966,0.74096,-0.335392,0.02692,-0.02836,0.00148,-0.005548
2010/5/3,0.08108,0.20236,0.71656,-0.2371,0.01872,0.00576,-0.0244,0.098292
2010/5/4,0.11724,0.18604,0.6968,-0.199976,0.03616,-0.01632,-0.01976,0.037124
2010/5/5,0.06568,0.2074,0.72692,-0.22774,-0.05156,0.02136,0.03012,-0.027764
2010/5/6,0.0722,0.15016,0.77764,-0.20528,0.00652,-0.05724,0.05072,0.02246
2010/5/7,0.06576,0.15876,0.77548,-0.219084,-0.00644,0.0086,-0.00216,-0.013804
2010/5/10,0.08832,0.16696,0.74468,-0.207308,0.02256,0.0082,-0.0308,0.011776
2010/5/11,0.0932,0.18956,0.71724,-0.279128,0.00488,0.0226,-0.02744,-0.07182
2010/5/12,0.07372,0.18052,0.74576,-0.307156,-0.01948,-0.00904,0.02852,-0.028028
2010/5/13,0.04996,0.1732,0.7768,-0.22186,-0.02376,-0.00732,0.03104,0.085296
2010/5/14,0.0456,0.24632,0.70816,-0.389916,-0.00436,0.07312,-0.06864,-0.168056
2010/5/17,0.05792,0.16092,0.78108,-0.118764,0.01232,-0.0854,0.07292,0.271152
2010/5/18,0.06,0.11336,0.82664,-0.129112,0.00208,-0.04756,0.04556,-0.010348
2010/5/19,0.06512,0.18116,0.75372,-0.348204,0.00512,0.0678,-0.07292,-0.219092
2010/5/20,0.05904,0.16976,0.77112,-0.247784,-0.00608,-0.0114,0.0174,0.10042
2010/5/21,0.0196,0.1842,0.7962,-0.286348,-0.03944,0.01444,0.02508,-0.038564
2010/5/24,0.05988,0.1426,0.79748,-0.24884,0.04028,-0.0416,0.00128,0.037508
2010/5/25,0.04596,0.2122,0.74188,-0.366748,-0.01392,0.0696,-0.0556,-0.117908
2010/5/26,0.0454,0.141,0.81356,-0.20378,-0.00056,-0.0712,0.07168,0.162968
2010/5/27,0.08476,0.17228,0.74292,-0.156708,0.03936,0.03128,-0.07064,0.047072
2010/5/28,0.056,0.1914,0.75256,-0.301296,-0.02876,0.01912,0.00964,-0.144588
2010/6/1,0.05068,0.11836,0.83104,-0.188132,-0.00532,-0.07304,0.07848,0.113164
2010/6/2,0.05936,0.22552,0.71512,-0.490776,0.00868,0.10716,-0.11592,-0.302644
2010/6/3,0.04532,0.11456,0.84016,-0.164132,-0.01404,-0.11096,0.12504,0.326644
2010/6/4,0.07976,0.18464,0.7356,-0.286836,0.03444,0.07008,-0.10456,-0.122704
2010/6/7,0.02084,0.17904,0.80012,-0.37938,-0.05892,-0.0056,0.06452,-0.092544
2010/6/8,0.05884,0.189,0.75216,-0.390884,0.038,0.00996,-0.04796,-0.011504
2010/6/9,0.05892,0.12292,0.81804,-0.1873,8.00E-05,-0.06608,0.06588,0.203584
2010/6/10,0.08608,0.175,0.7388,-0.229468,0.02716,0.05208,-0.07924,-0.042168
2010/6/11,0.0626,0.16736,0.76996,-0.20898,-0.02348,-0.00764,0.03116,0.020488
2010/6/14,0.06004,0.13196,0.808,-0.102316,-0.00256,-0.0354,0.03804,0.106664
2010/6/15,0.07964,0.21664,0.70368,-0.310872,0.0196,0.08468,-0.10432,-0.208556
2010/6/16,0.0618,0.15484,0.78332,-0.205744,-0.01784,-0.0618,0.07964,0.105128
2010/6/17,0.07316,0.14,0.78684,-0.135232,0.01136,-0.01484,0.00352,0.070512
2010/6/18,0.04772,0.1612,0.79104,-0.282728,-0.02544,0.0212,0.0042,-0.147496
2010/6/21,0.05084,0.11828,0.83088,-0.138704,0.00312,-0.04292,0.03984,0.144024
2010/6/22,0.06148,0.14124,0.79724,-0.198156,0.01064,0.02296,-0.03364,-0.059452
2010/6/23,0.07936,0.15192,0.76876,-0.165664,0.01788,0.01068,-0.02848,0.032492
2010/6/24,0.05928,0.17376,0.76704,-0.195156,-0.02008,0.02184,-0.00172,-0.029492
2010/6/25,0.08228,0.16516,0.75248,-0.139692,0.023,-0.0086,-0.01456,0.055464
2010/6/28,0.04788,0.16612,0.78604,-0.220452,-0.0344,0.00096,0.03356,-0.08076
2010/6/29,0.0392,0.14612,0.81468,-0.23762,-0.00868,-0.02,0.02864,-0.017168
2010/6/30,0.04128,0.21948,0.7392,-0.393232,0.00208,0.07336,-0.07548,-0.155612
2010/7/1,0.09192,0.14392,0.76416,-0.042452,0.05064,-0.07556,0.02496,0.35078
2010/7/2,0.05028,0.2118,0.738,-0.35108,-0.04164,0.06788,-0.02616,-0.308628
2010/7/6,0.06912,0.20684,0.724,-0.25804,0.01884,-0.00496,-0.014,0.09304
2010/7/7,0.06308,0.14928,0.78764,-0.183148,-0.00604,-0.05756,0.06364,0.074892
2010/7/8,0.0622,0.18864,0.74916,-0.296748,-0.00088,0.03936,-0.03848,-0.1136
2010/7/9,0.05632,0.13752,0.80612,-0.141496,-0.00588,-0.05112,0.05696,0.155252
2010/7/12,0.05736,0.25376,0.68892,-0.467236,0.00104,0.11624,-0.1172,-0.32574
2010/7/13,0.06596,0.18196,0.75212,-0.295808,0.0086,-0.0718,0.0632,0.171428
2010/7/14,0.0822,0.15116,0.76676,-0.218096,0.01624,-0.0308,0.01464,0.077712
2010/7/15,0.07384,0.15496,0.7712,-0.231576,-0.00836,0.0038,0.00444,-0.01348
2010/7/16,0.0736,0.1982,0.72816,-0.28308,-0.00024,0.04324,-0.04304,-0.051504
2010/7/19,0.07388,0.08216,0.84404,-0.025508,0.00028,-0.11604,0.11588,0.257572
2010/7/20,0.08792,0.07592,0.8362,0.052424,0.01404,-0.00624,-0.00784,0.077932
2010/7/21,0.04592,0.1996,0.75448,-0.4207,-0.042,0.12368,-0.08172,-0.473124
2010/7/22,0.08788,0.16348,0.74856,-0.134296,0.04196,-0.03612,-0.00592,0.286404
2010/7/23,0.0626,0.16116,0.77624,-0.208376,-0.02528,-0.00232,0.02768,-0.07408
2010/7/26,0.07492,0.18184,0.74312,-0.309752,0.01232,0.02068,-0.03312,-0.101376
2010/7/27,0.07412,0.16784,0.75808,-0.237296,-0.0008,-0.014,0.01496,0.072456
2010/7/28,0.04684,0.1568,0.79644,-0.313324,-0.02728,-0.01104,0.03836,-0.076028
2010/7/29,0.08956,0.1432,0.76728,-0.204008,0.04272,-0.0136,-0.02916,0.109316
2010/7/30,0.01588,0.17912,0.805,-0.347728,-0.07368,0.03592,0.03772,-0.14372
2010/8/2,0.07592,0.16776,0.7564,-0.265452,0.06004,-0.01136,-0.0486,0.082276
2010/8/3,0.058,0.15968,0.78228,-0.148624,-0.01792,-0.00808,0.02588,0.116828
2010/8/4,0.0452,0.1688,0.78596,-0.271172,-0.0128,0.00912,0.00368,-0.122548
2010/8/5,0.06256,0.11792,0.81952,-0.117212,0.01736,-0.05088,0.03356,0.15396
2010/8/6,0.10064,0.23068,0.66868,-0.246248,0.03808,0.11276,-0.15084,-0.129036
2010/8/9,0.08028,0.13956,0.78012,-0.177108,-0.02036,-0.09112,0.11144,0.06914
2010/8/10,0.05148,0.1788,0.76968,-0.308052,-0.0288,0.03924,-0.01044,-0.130944
2010/8/11,0.0716,0.10864,0.81984,-0.033708,0.02012,-0.07016,0.05016,0.274344
2010/8/12,0.07488,0.14992,0.77532,-0.170436,0.00328,0.04128,-0.04452,-0.136728
2010/8/13,0.06032,0.14084,0.7988,-0.205552,-0.01456,-0.00908,0.02348,-0.035116
2010/8/16,0.06016,0.19616,0.7436,-0.29356,-0.00016,0.05532,-0.0552,-0.088008
2010/8/17,0.10132,0.13064,0.768,-0.088504,0.04116,-0.06552,0.0244,0.205056
2010/8/18,0.09652,0.15288,0.75064,-0.11546,-0.0048,0.02224,-0.01736,-0.026956
2010/8/19,0.04392,0.15424,0.8018,-0.164156,-0.0526,0.00136,0.05116,-0.048696
2010/8/20,0.03096,0.15076,0.81832,-0.259864,-0.01296,-0.00348,0.01652,-0.095708
2010/8/23,0.09156,0.15028,0.75816,-0.152056,0.0606,-0.00048,-0.06016,0.107808
2010/8/24,0.02924,0.15868,0.81212,-0.2824,-0.06232,0.0084,0.05396,-0.130344
2010/8/25,0.06088,0.22228,0.71692,-0.340264,0.03164,0.0636,-0.0952,-0.057864
2010/8/26,0.08128,0.1972,0.72156,-0.109812,0.0204,-0.02508,0.00464,0.230452
2010/8/27,0.06752,0.15116,0.78132,-0.114072,-0.01376,-0.04604,0.05976,-0.00426
2010/8/30,0.03436,0.16676,0.79884,-0.266392,-0.03316,0.0156,0.01752,-0.15232
2010/8/31,0.05048,0.1524,0.79708,-0.27986,0.01612,-0.01436,-0.00176,-0.013468
2010/9/1,0.06084,0.17272,0.76644,-0.246496,0.01036,0.02032,-0.03064,0.033364
2010/9/2,0.06684,0.18804,0.74504,-0.269532,0.006,0.01532,-0.0214,-0.023036
2010/9/3,0.07588,0.21668,0.70748,-0.307048,0.00904,0.02864,-0.03756,-0.037516
2010/9/7,0.08512,0.19784,0.71708,-0.17196,0.00924,-0.01884,0.0096,0.135088
2010/9/8,0.05032,0.16624,0.7834,-0.155828,-0.0348,-0.0316,0.06632,0.016132
2010/9/9,0.06336,0.18312,0.75356,-0.198948,0.01304,0.01688,-0.02984,-0.04312
2010/9/10,0.07196,0.21932,0.70864,-0.284404,0.0086,0.0362,-0.04492,-0.085456
2010/9/13,0.02504,0.13648,0.83848,-0.23968,-0.04692,-0.08284,0.12984,0.044724
2010/9/14,0.06964,0.20088,0.72944,-0.2412,0.0446,0.0644,-0.10904,-0.00152
2010/9/15,0.05056,0.10088,0.84856,-0.122796,-0.01908,-0.1,0.11912,0.118404
2010/9/16,0.09752,0.13288,0.76968,-0.106736,0.04696,0.032,-0.07888,0.01606
2010/9/17,0.08252,0.17572,0.74172,-0.26762,-0.015,0.04284,-0.02796,-0.160884
2010/9/20,0.1026,0.15696,0.74028,-0.15964,0.02008,-0.01876,-0.00144,0.10798
2010/9/21,0.10468,0.11464,0.78068,-0.014988,0.00208,-0.04232,0.0404,0.144652
2010/9/22,0.0526,0.20784,0.73956,-0.272188,-0.05208,0.0932,-0.04112,-0.2572
2010/9/23,0.0474,0.20264,0.75,-0.256744,-0.0052,-0.0052,0.01044,0.015444
2010/9/24,0.03204,0.1874,0.78052,-0.358592,-0.01536,-0.01524,0.03052,-0.101848
2010/9/27,0.04532,0.15476,0.79984,-0.233808,0.01328,-0.03264,0.01932,0.124784
2010/9/28,0.04272,0.20768,0.74964,-0.373128,-0.0026,0.05292,-0.0502,-0.13932
2010/9/29,0.0748,0.20964,0.7156,-0.223436,0.03208,0.00196,-0.03404,0.149692
2010/9/30,0.06356,0.14548,0.79092,-0.154732,-0.01124,-0.06416,0.07532,0.068704
2010/10/1,0.07196,0.1976,0.7304,-0.315008,0.0084,0.05212,-0.06052,-0.160276
2010/10/4,0.07572,0.20052,0.7238,-0.357684,0.00376,0.00292,-0.0066,-0.042676
2010/10/5,0.1196,0.12852,0.75184,-0.126716,0.04388,-0.072,0.02804,0.230968
2010/10/6,0.0628,0.06616,0.87104,-0.000808,-0.0568,-0.06236,0.1192,0.125908
2010/10/7,0.09244,0.11816,0.7894,-0.116916,0.02964,0.052,-0.08164,-0.116108
2010/10/8,0.0818,0.186,0.7322,-0.233632,-0.01064,0.06784,-0.0572,-0.116716
2010/10/11,0.10308,0.20432,0.69272,-0.189484,0.02128,0.01832,-0.03948,0.044148
2010/10/12,0.073,0.1602,0.76688,-0.23342,-0.03008,-0.04412,0.07416,-0.043936
2010/10/13,0.09028,0.1952,0.71452,-0.184808,0.01728,0.035,-0.05236,0.048612
2010/10/14,0.10512,0.12608,0.76872,-0.0016,0.01484,-0.06912,0.0542,0.183208
2010/10/15,0.09416,0.14228,0.76364,-0.090564,-0.01096,0.0162,-0.00508,-0.088964
2010/10/18,0.05632,0.19992,0.74368,-0.263452,-0.03784,0.05764,-0.01996,-0.172888
2010/10/19,0.10988,0.181,0.70908,-0.102556,0.05356,-0.01892,-0.0346,0.160896
2010/10/20,0.0188,0.14348,0.83772,-0.291736,-0.09108,-0.03752,0.12864,-0.18918
2010/10/21,0.07872,0.141,0.78032,-0.165396,0.05992,-0.00248,-0.0574,0.12634
2010/10/22,0.05952,0.22476,0.71564,-0.350012,-0.0192,0.08376,-0.06468,-0.184616
2010/10/25,0.04344,0.14964,0.80696,-0.2473,-0.01608,-0.07512,0.09132,0.102712
