Date,pos,neg,neutral,compound
2010/4/15,0.095309,0.12236,0.78251,-0.18213
2010/4/16,0.036582,0.27,0.69342,-0.4099
2010/4/19,0.049782,0.055255,0.89496,-0.044709
2010/4/20,0.074764,0.13515,0.79009,-0.12987
2010/4/21,0.035091,0.22509,0.73982,-0.38023
2010/4/22,0.13689,0.11064,0.75262,0.0016055
2010/4/23,0.037818,0.14307,0.81911,-0.34783
2010/4/26,0.010873,0.13785,0.85127,-0.22586
2010/4/27,0.15596,0.054709,0.78931,0.092215
2010/4/28,0.010691,0.12669,0.86262,-0.20357
2010/4/29,0.048836,0.16844,0.78258,-0.3
2010/4/30,0.066655,0.21,0.7232,-0.35165
2010/5/3,0.049236,0.26205,0.68871,-0.44917
2010/5/4,0.071491,0.14258,0.78593,-0.11397
2010/5/5,0.0086182,0.28125,0.71013,-0.48319
2010/5/6,0.13591,0.13393,0.73016,-0.11499
2010/5/7,0.048673,0.15718,0.79415,-0.37443
2010/5/10,0.094309,0.26229,0.64316,-0.43495
2010/5/11,0.016909,0.13813,0.84507,-0.31891
2010/5/12,0.087127,0.13258,0.78029,-0.22071
2010/5/13,0.059545,0.12382,0.81664,-0.05238
2010/5/14,0.074745,0.22935,0.69602,-0.38376
2010/5/17,0.055091,0.14633,0.7984,-0.073365
2010/5/18,0.059273,0.11122,0.82951,-0.072884
2010/5/19,0.050836,0.22255,0.72664,-0.46491
2010/5/20,0.071582,0.13204,0.7962,-0.13004
2010/5/21,0.064891,0.11671,0.8184,-0.039296
2010/5/24,0.043127,0.096564,0.86031,-0.21099
2010/5/25,0.038909,0.14356,0.81753,-0.27931
2010/5/26,0.054873,0.16976,0.77536,-0.22616
2010/5/27,0.10713,0.17825,0.71462,-0.10708
2010/5/28,0.013945,0.16355,0.82236,-0.37756
2010/6/1,0.085745,0.12142,0.79311,-0.078265
2010/6/2,0.043709,0.20033,0.75593,-0.53949
2010/6/3,0.066945,0.14204,0.79102,-0.17439
2010/6/4,0.058564,0.20998,0.73145,-0.46975
2010/6/7,0.013091,0.15678,0.83013,-0.45471
2010/6/8,0.049127,0.23558,0.71529,-0.54882
2010/6/9,0.073964,0.077891,0.84789,-0.10986
2010/6/10,0.094636,0.19744,0.70765,-0.28268
2010/6/11,0.0944,0.061218,0.84433,0.10059
2010/6/14,0.033491,0.12204,0.84447,-0.045018
2010/6/15,0.092273,0.26178,0.64591,-0.32182
2010/6/16,0.043127,0.11484,0.84185,-0.19922
2010/6/17,0.039836,0.076327,0.88384,-0.042967
2010/6/18,0.061873,0.15398,0.78413,-0.22305
2010/6/21,0.038273,0.13269,0.82904,-0.28387
2010/6/22,0.023164,0.23938,0.73745,-0.51906
2010/6/23,0.15491,0.11715,0.72802,-0.038367
2010/6/24,0.10342,0.1158,0.78076,0.044862
2010/6/25,0.082636,0.20275,0.71458,-0.16294
2010/6/28,0.069364,0.16491,0.76573,-0.080824
2010/6/29,0.0096,0.10238,0.88802,-0.22289
2010/6/30,0.062818,0.27047,0.66656,-0.55937
2010/7/1,0.16375,0.070745,0.76551,0.21527
2010/7/2,0.035964,0.12609,0.83807,-0.13213
2010/7/6,0.058673,0.16916,0.77209,-0.20578
2010/7/7,0.061909,0.1736,0.76449,-0.16523
2010/7/8,0.096673,0.21962,0.68371,-0.32196
2010/7/9,0.037455,0.037891,0.92465,0.022729
2010/7/12,0.031636,0.3134,0.65505,-0.62166
2010/7/13,0.10504,0.19478,0.70036,-0.22637
2010/7/14,0.052745,0.089036,0.85829,-0.21614
2010/7/15,0.080782,0.10707,0.81218,-0.14553
2010/7/16,0.066545,0.17969,0.75376,-0.14703
2010/7/19,0.064636,0.070691,0.86476,-0.0111
2010/7/20,0.068255,0.028473,0.90327,0.15935
2010/7/21,0.095836,0.19949,0.70467,-0.43041
2010/7/22,0.097236,0.20704,0.69575,-0.28299
2010/7/23,0.084709,0.12702,0.78827,-0.16883
2010/7/26,0.072509,0.19756,0.72987,-0.4548
2010/7/27,0.058818,0.15858,0.78278,-0.28515
2010/7/28,0.055273,0.10204,0.8428,-0.1913
2010/7/29,0.080945,0.20231,0.71696,-0.38607
